,_SHEET_TYPE,BASECURVE,EURORETAILPRICE,RELEASEDATE,PROTOTYPECODE,GENDER,FRAMECONSTRUCTION,SUNOPTICAL,SIZES,FIT,_BRAND,MATERIALCODE1,BRAND,RXABLE,MATERIALCODE2,COLORCODE,COLORDESCRIPTION,MADEIN,USWHOLESALEPRICE,EUROWHOLESALEPRICE,MATERIALNUMBER,RECOMMENDEDREASONS,USRETAILPRICE,FAMILY,FRAMESHAPE,NOTES,Color_Base,Color_Finish,Is_Multicolor,Date,Glasses_3m_avg_x,Sunglasses_3m_avg_x,acetate frame glasses_x,Calvin Klein frames_x,FSA glasses_x,Lacoste frames_x,metal frame glasses_x,Nike frames_x,Glasses_3m_avg_y,Sunglasses_3m_avg_y,acetate frame glasses_y,Calvin Klein frames_y,FSA glasses_y,Lacoste frames_y,metal frame glasses_y,Nike frames_y
62,Optical,4,"190,00",CALVIN KLEIN - SEP 2024,E8644E1,F,Full,Optical,53-16-140,UNIVERSAL,Calvin Klein,Plastic,CALVIN KLEIN,True,ACETATE,1,BLACK,CHINA ONLY,"90,50","69,50",CK24541,Potential ADV,"245,00",AVANTGARDE,Rectangle,,black,shiny,0,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
63,Optical,4,"190,00",CALVIN KLEIN - SEP 2024,E8644E1,F,Full,Optical,53-16-140,UNIVERSAL,Calvin Klein,Plastic,CALVIN KLEIN,True,ACETATE,240,HAVANA,CHINA ONLY,"90,50","69,50",CK24541,ADV,"245,00",AVANTGARDE,Rectangle,,tortoise,shiny,0,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
64,Optical,4,"190,00",CALVIN KLEIN - SEP 2024,E8644E1,F,Full,Optical,53-16-140,UNIVERSAL,Calvin Klein,Plastic,CALVIN KLEIN,True,ACETATE,504,PURPLE/LILAC,CHINA ONLY,"90,50","69,50",CK24541,Potential ADV,"245,00",AVANTGARDE,Rectangle,,purple,shiny,1,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
65,Optical,4,"190,00",CALVIN KLEIN - SEP 2024,E8644E1,F,Full,Optical,53-16-140,UNIVERSAL,Calvin Klein,Plastic,CALVIN KLEIN,True,ACETATE,616,WINE/ROSE,CHINA ONLY,"90,50","69,50",CK24541,Potential ADV,"245,00",AVANTGARDE,Rectangle,,other,shiny,1,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
66,Optical,4,"190,00",CALVIN KLEIN - SEP 2024,E8644B1,M,Full,Optical,54-19-145,UNIVERSAL,Calvin Klein,Plastic,CALVIN KLEIN,True,ACETATE,1,BLACK,CHINA ONLY,"90,50","69,50",CK24542,Potential ADV,"245,00",AVANTGARDE,Rectangle,,black,shiny,0,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
67,Optical,4,"190,00",CALVIN KLEIN - SEP 2024,E8644B1,M,Full,Optical,54-19-145,UNIVERSAL,Calvin Klein,Plastic,CALVIN KLEIN,True,ACETATE,235,DARK HAVANA,CHINA ONLY,"90,50","69,50",CK24542,Potential ADV,"245,00",AVANTGARDE,Rectangle,,tortoise,shiny,0,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
68,Optical,4,"190,00",CALVIN KLEIN - SEP 2024,E8644B1,M,Full,Optical,54-19-145,UNIVERSAL,Calvin Klein,Plastic,CALVIN KLEIN,True,ACETATE,280,LIGHT BROWN/CRYSTAL,CHINA ONLY,"90,50","69,50",CK24542,Potential ADV,"245,00",AVANTGARDE,Rectangle,,brown,shiny,1,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
69,Optical,4,"190,00",CALVIN KLEIN - SEP 2024,E8644B1,M,Full,Optical,54-19-145,UNIVERSAL,Calvin Klein,Plastic,CALVIN KLEIN,True,ACETATE,434,PETROL/SMOKE,CHINA ONLY,"90,50","69,50",CK24542,Potential ADV,"245,00",AVANTGARDE,Rectangle,,blue,shiny,1,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
70,Optical,4,"185,00",CALVIN KLEIN - SEP 2024,E8646G1,F,Full,Optical,52-18-145,GLOBAL,Calvin Klein,Plastic,CALVIN KLEIN,True,ACETATE,1,BLACK,CHINA ONLY,"88,50","68,00",CK24543,,"240,00",CLASSIC,Round,,black,shiny,0,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
71,Optical,4,"185,00",CALVIN KLEIN - SEP 2024,E8646G1,F,Full,Optical,52-18-145,GLOBAL,Calvin Klein,Plastic,CALVIN KLEIN,True,ACETATE,240,HAVANA,CHINA ONLY,"88,50","68,00",CK24543,,"240,00",CLASSIC,Round,,tortoise,shiny,0,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
72,Optical,4,"185,00",CALVIN KLEIN - SEP 2024,E8646G1,F,Full,Optical,52-18-145,GLOBAL,Calvin Klein,Plastic,CALVIN KLEIN,True,ACETATE,278,LIGHT BROWN,CHINA ONLY,"88,50","68,00",CK24543,,"240,00",CLASSIC,Round,,brown,shiny,0,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
73,Optical,4,"185,00",CALVIN KLEIN - SEP 2024,E8646G1,F,Full,Optical,52-18-145,GLOBAL,Calvin Klein,Plastic,CALVIN KLEIN,True,ACETATE,515,VIOLET,CHINA ONLY,"88,50","68,00",CK24543,,"240,00",CLASSIC,Round,,purple,shiny,0,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
74,Optical,4,"185,00",CALVIN KLEIN - SEP 2024,E8646D1,F,Full,Optical,55-14-145,UNIVERSAL,Calvin Klein,Plastic,CALVIN KLEIN,True,ACETATE,1,BLACK,CHINA ONLY,"88,50","68,00",CK24544,,"240,00",CLASSIC,Rectangle,,black,shiny,0,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
75,Optical,4,"185,00",CALVIN KLEIN - SEP 2024,E8646D1,F,Full,Optical,55-14-145,UNIVERSAL,Calvin Klein,Plastic,CALVIN KLEIN,True,ACETATE,240,HAVANA,CHINA ONLY,"88,50","68,00",CK24544,,"240,00",CLASSIC,Rectangle,,tortoise,shiny,0,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
76,Optical,4,"185,00",CALVIN KLEIN - SEP 2024,E8646D1,F,Full,Optical,55-14-145,UNIVERSAL,Calvin Klein,Plastic,CALVIN KLEIN,True,ACETATE,445,LIGHT BLUE,CHINA ONLY,"88,50","68,00",CK24544,,"240,00",CLASSIC,Rectangle,,blue,shiny,0,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
77,Optical,4,"185,00",CALVIN KLEIN - SEP 2024,E8646D1,F,Full,Optical,55-14-145,UNIVERSAL,Calvin Klein,Plastic,CALVIN KLEIN,True,ACETATE,601,ROSE,CHINA ONLY,"88,50","68,00",CK24544,,"240,00",CLASSIC,Rectangle,,pink,shiny,0,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
78,Optical,4,"150,00",CALVIN KLEIN - SEP 2024,E8967C1,F,Full,Optical,56-15-140,UNIVERSAL,Calvin Klein,Plastic,CALVIN KLEIN,True,METAL,1,BLACK,VIETNAM ONLY,"71,50","55,00",CK24545,Sustainable style,"195,00",MODERN,Butterfly,,black,shiny,0,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
79,Optical,4,"150,00",CALVIN KLEIN - SEP 2024,E8967C1,F,Full,Optical,56-15-140,UNIVERSAL,Calvin Klein,Plastic,CALVIN KLEIN,True,METAL,4,BLACK/GREY,VIETNAM ONLY,"71,50","55,00",CK24545,Sustainable style,"195,00",MODERN,Butterfly,,black,shiny,1,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
80,Optical,4,"150,00",CALVIN KLEIN - SEP 2024,E8967C1,F,Full,Optical,56-15-140,UNIVERSAL,Calvin Klein,Plastic,CALVIN KLEIN,True,METAL,235,DARK HAVANA,VIETNAM ONLY,"71,50","55,00",CK24545,Sustainable style,"195,00",MODERN,Butterfly,,tortoise,shiny,0,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
81,Optical,4,"150,00",CALVIN KLEIN - SEP 2024,E8967C1,F,Full,Optical,56-15-140,UNIVERSAL,Calvin Klein,Plastic,CALVIN KLEIN,True,METAL,415,BLUE/LIGHT BLUE,VIETNAM ONLY,"71,50","55,00",CK24545,Sustainable style,"195,00",MODERN,Butterfly,,blue,shiny,1,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
82,Optical,4,"150,00",CALVIN KLEIN - SEP 2024,E8967C1,F,Full,Optical,56-15-140,UNIVERSAL,Calvin Klein,Plastic,CALVIN KLEIN,True,METAL,616,WINE/ROSE,VIETNAM ONLY,"71,50","55,00",CK24545,Sustainable style,"195,00",MODERN,Butterfly,,other,shiny,1,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
83,Optical,4,"150,00",CALVIN KLEIN - SEP 2024,E8967D1,F,Full,Optical,55-13-140,UNIVERSAL,Calvin Klein,Plastic,CALVIN KLEIN,True,METAL,1,BLACK,VIETNAM ONLY,"71,50","55,00",CK24546,Sustainable style,"195,00",MODERN,Rectangle,,black,shiny,0,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
84,Optical,4,"150,00",CALVIN KLEIN - SEP 2024,E8967D1,F,Full,Optical,55-13-140,UNIVERSAL,Calvin Klein,Plastic,CALVIN KLEIN,True,METAL,4,BLACK/GREY,VIETNAM ONLY,"71,50","55,00",CK24546,Sustainable style,"195,00",MODERN,Rectangle,,black,shiny,1,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
85,Optical,4,"150,00",CALVIN KLEIN - SEP 2024,E8967D1,F,Full,Optical,55-13-140,UNIVERSAL,Calvin Klein,Plastic,CALVIN KLEIN,True,METAL,228,BROWN ROSE,VIETNAM ONLY,"71,50","55,00",CK24546,Sustainable style,"195,00",MODERN,Rectangle,,brown,shiny,0,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
86,Optical,4,"150,00",CALVIN KLEIN - SEP 2024,E8967D1,F,Full,Optical,55-13-140,UNIVERSAL,Calvin Klein,Plastic,CALVIN KLEIN,True,METAL,235,DARK HAVANA,VIETNAM ONLY,"71,50","55,00",CK24546,Sustainable style,"195,00",MODERN,Rectangle,,tortoise,shiny,0,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
87,Optical,4,"150,00",CALVIN KLEIN - SEP 2024,E8967D1,F,Full,Optical,55-13-140,UNIVERSAL,Calvin Klein,Plastic,CALVIN KLEIN,True,METAL,415,BLUE/LIGHT BLUE,VIETNAM ONLY,"71,50","55,00",CK24546,Sustainable style,"195,00",MODERN,Rectangle,,blue,shiny,1,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
88,Optical,4,"150,00",CALVIN KLEIN - SEP 2024,E8967B1,U,Full,Optical,55-14-140,UNIVERSAL,Calvin Klein,Plastic,CALVIN KLEIN,True,METAL,1,BLACK,VIETNAM ONLY,"71,50","55,00",CK24547,Sustainable style,"195,00",MODERN,Rectangle,,black,shiny,0,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
89,Optical,4,"150,00",CALVIN KLEIN - SEP 2024,E8967B1,U,Full,Optical,55-14-140,UNIVERSAL,Calvin Klein,Plastic,CALVIN KLEIN,True,METAL,235,DARK HAVANA,VIETNAM ONLY,"71,50","55,00",CK24547,Sustainable style,"195,00",MODERN,Rectangle,,tortoise,shiny,0,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
90,Optical,4,"150,00",CALVIN KLEIN - SEP 2024,E8967B1,U,Full,Optical,55-14-140,UNIVERSAL,Calvin Klein,Plastic,CALVIN KLEIN,True,METAL,261,CARAMEL,VIETNAM ONLY,"71,50","55,00",CK24547,Sustainable style,"195,00",MODERN,Rectangle,,other,shiny,0,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
91,Optical,4,"150,00",CALVIN KLEIN - SEP 2024,E8967B1,U,Full,Optical,55-14-140,UNIVERSAL,Calvin Klein,Plastic,CALVIN KLEIN,True,METAL,438,BLUE,VIETNAM ONLY,"71,50","55,00",CK24547,Sustainable style,"195,00",MODERN,Rectangle,,blue,shiny,0,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
92,Optical,4,"190,00",CALVIN KLEIN - SEP 2024,E8964B1,M,Full,Optical,56-16-145,UNIVERSAL,Calvin Klein,Plastic,CALVIN KLEIN,True,METAL,1,BLACK,CHINA ONLY,"92,50","71,00",CK24548,Potential ADV,"250,00",AVANTGARDE,Navigator,,black,shiny,0,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
93,Optical,4,"190,00",CALVIN KLEIN - SEP 2024,E8964B1,M,Full,Optical,56-16-145,UNIVERSAL,Calvin Klein,Plastic,CALVIN KLEIN,True,METAL,235,DARK HAVANA,CHINA ONLY,"92,50","71,00",CK24548,Potential ADV,"250,00",AVANTGARDE,Navigator,,tortoise,shiny,0,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
94,Optical,4,"190,00",CALVIN KLEIN - SEP 2024,E8964B1,M,Full,Optical,56-16-145,UNIVERSAL,Calvin Klein,Plastic,CALVIN KLEIN,True,METAL,400,BLUE,CHINA ONLY,"92,50","71,00",CK24548,Potential ADV,"250,00",AVANTGARDE,Navigator,,blue,shiny,0,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
95,Optical,4,"200,00",LACOSTE - SEP 2024,E8981C1,M,Full,Optical,57-18-145,GLOBAL,Lacoste,Plastic,LACOSTE,True,ACETATE,2,MATTE BLACK,CHINA ONLY,"102,00","73,50",L2302,POTENTIAL ADV STYLE,"275,00",THE LINE,Rectangle,,black,matte,0,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
96,Optical,4,"200,00",LACOSTE - SEP 2024,E8981C1,M,Full,Optical,57-18-145,GLOBAL,Lacoste,Plastic,LACOSTE,True,ACETATE,45,SILVER,CHINA ONLY,"102,00","73,50",L2302,POTENTIAL ADV STYLE,"275,00",THE LINE,Rectangle,,silver,shiny,0,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
97,Optical,4,"200,00",LACOSTE - SEP 2024,E8981C1,M,Full,Optical,57-18-145,GLOBAL,Lacoste,Plastic,LACOSTE,True,ACETATE,714,GOLD,CHINA ONLY,"102,00","73,50",L2302,POTENTIAL ADV STYLE,"275,00",THE LINE,Rectangle,ADV SKU,gold,shiny,0,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
98,Optical,4,"200,00",LACOSTE - SEP 2024,E8983B2,F,Full,Optical,53-18-140,GLOBAL,Lacoste,Plastic,LACOSTE,True,METAL,1,BLACK/GOLD,CHINA ONLY,"102,00","73,50",L2303,,"275,00",PLISSÉ,Rectangle,,black,shiny,1,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
99,Optical,4,"200,00",LACOSTE - SEP 2024,E8983B2,F,Full,Optical,53-18-140,GLOBAL,Lacoste,Plastic,LACOSTE,True,METAL,601,BURGUNDY/GOLD,CHINA ONLY,"102,00","73,50",L2303,,"275,00",PLISSÉ,Rectangle,,red,shiny,1,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
100,Optical,4,"200,00",LACOSTE - SEP 2024,E8983B2,F,Full,Optical,53-18-140,GLOBAL,Lacoste,Plastic,LACOSTE,True,METAL,662,NUDE/ROSE GOLD,CHINA ONLY,"102,00","73,50",L2303,,"275,00",PLISSÉ,Rectangle,,beige,shiny,1,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
101,Optical,4,"200,00",LACOSTE - SEP 2024,E8764C1,M,Full,Optical,53-18-145,GLOBAL,Lacoste,Plastic,LACOSTE,True,ACETATE,1,BLACK,CHINA ONLY,"102,00","73,50",L2304,,"275,00",PETIT PIQUÉ,Rectangle,,black,shiny,0,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
102,Optical,4,"200,00",LACOSTE - SEP 2024,E8764C1,M,Full,Optical,53-18-145,GLOBAL,Lacoste,Plastic,LACOSTE,True,ACETATE,2,MATTE BLACK,CHINA ONLY,"102,00","73,50",L2304,,"275,00",PETIT PIQUÉ,Rectangle,,black,matte,0,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
103,Optical,4,"200,00",LACOSTE - SEP 2024,E8764C1,M,Full,Optical,53-18-145,GLOBAL,Lacoste,Plastic,LACOSTE,True,ACETATE,275,MATTE KHAKI,CHINA ONLY,"102,00","73,50",L2304,,"275,00",PETIT PIQUÉ,Rectangle,,beige,matte,0,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
104,Optical,4,"200,00",LACOSTE - SEP 2024,E8764C1,M,Full,Optical,53-18-145,GLOBAL,Lacoste,Plastic,LACOSTE,True,ACETATE,424,MATTE BLUE,CHINA ONLY,"102,00","73,50",L2304,,"275,00",PETIT PIQUÉ,Rectangle,,blue,matte,0,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
105,Optical,4,"180,00",LACOSTE - SEP 2024,E9008A1,M,Half,Optical,54-19-145,GLOBAL,Lacoste,Plastic,LACOSTE,True,INJ-SILICONE,1,BLACK,CHINA ONLY,"92,50","67,00",L2305,,"250,00",STRIPES & PIPING,Rectangle,,black,shiny,0,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
106,Optical,4,"180,00",LACOSTE - SEP 2024,E9008A1,M,Half,Optical, 57-19-145,GLOBAL,Lacoste,Plastic,LACOSTE,True,INJ-SILICONE,1,BLACK,CHINA ONLY,"92,50","67,00",L2305,,"250,00",STRIPES & PIPING,Rectangle,,black,shiny,0,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
107,Optical,4,"180,00",LACOSTE - SEP 2024,E9008A1,M,Half,Optical,54-19-145,GLOBAL,Lacoste,Plastic,LACOSTE,True,INJ-SILICONE,38,GUNMETAL,CHINA ONLY,"92,50","67,00",L2305,,"250,00",STRIPES & PIPING,Rectangle,,grey,shiny,0,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
108,Optical,4,"180,00",LACOSTE - SEP 2024,E9008A1,M,Half,Optical, 57-19-145,GLOBAL,Lacoste,Plastic,LACOSTE,True,INJ-SILICONE,38,GUNMETAL,CHINA ONLY,"92,50","67,00",L2305,,"250,00",STRIPES & PIPING,Rectangle,,grey,shiny,0,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
109,Optical,4,"180,00",LACOSTE - SEP 2024,E9008A1,M,Half,Optical,54-19-145,GLOBAL,Lacoste,Plastic,LACOSTE,True,INJ-SILICONE,301,GREEN,CHINA ONLY,"92,50","67,00",L2305,,"250,00",STRIPES & PIPING,Rectangle,,green,shiny,0,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
110,Optical,4,"180,00",LACOSTE - SEP 2024,E9008A1,M,Half,Optical, 57-19-145,GLOBAL,Lacoste,Plastic,LACOSTE,True,INJ-SILICONE,301,GREEN,CHINA ONLY,"92,50","67,00",L2305,,"250,00",STRIPES & PIPING,Rectangle,,green,shiny,0,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
111,Optical,4,"180,00",LACOSTE - SEP 2024,E9008A1,M,Half,Optical,54-19-145,GLOBAL,Lacoste,Plastic,LACOSTE,True,INJ-SILICONE,410,BLUE,CHINA ONLY,"92,50","67,00",L2305,,"250,00",STRIPES & PIPING,Rectangle,,blue,shiny,0,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
112,Optical,4,"180,00",LACOSTE - SEP 2024,E9008A1,M,Half,Optical, 57-19-145,GLOBAL,Lacoste,Plastic,LACOSTE,True,INJ-SILICONE,410,BLUE,CHINA ONLY,"92,50","67,00",L2305,,"250,00",STRIPES & PIPING,Rectangle,,blue,shiny,0,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
113,Optical,4,"185,00",LACOSTE - SEP 2024,E9007C1,M,Full,Optical,53-16-145,GLOBAL,Lacoste,Plastic,LACOSTE,True,INJ-SILICONE,1,BLACK,CHINA ONLY,"95,50","69,00",L2707MAGSET,,"260,00",STRIPES & PIPING,Rectangle,,black,shiny,0,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
114,Optical,4,"185,00",LACOSTE - SEP 2024,E9007C1,M,Full,Optical,55-16-145,GLOBAL,Lacoste,Plastic,LACOSTE,True,INJ-SILICONE,1,BLACK,CHINA ONLY,"95,50","69,00",L2707MAGSET,,"260,00",STRIPES & PIPING,Rectangle,,black,shiny,0,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
115,Optical,4,"185,00",LACOSTE - SEP 2024,E9007C1,M,Full,Optical,53-16-145,GLOBAL,Lacoste,Plastic,LACOSTE,True,INJ-SILICONE,2,MATTE BLACK,CHINA ONLY,"95,50","69,00",L2707MAGSET,,"260,00",STRIPES & PIPING,Rectangle,,black,matte,0,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
116,Optical,4,"185,00",LACOSTE - SEP 2024,E9007C1,M,Full,Optical,55-16-145,GLOBAL,Lacoste,Plastic,LACOSTE,True,INJ-SILICONE,2,MATTE BLACK,CHINA ONLY,"95,50","69,00",L2707MAGSET,,"260,00",STRIPES & PIPING,Rectangle,,black,matte,0,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
117,Optical,4,"185,00",LACOSTE - SEP 2024,E9007C1,M,Full,Optical,53-16-145,GLOBAL,Lacoste,Plastic,LACOSTE,True,INJ-SILICONE,301,GREEN,CHINA ONLY,"95,50","69,00",L2707MAGSET,,"260,00",STRIPES & PIPING,Rectangle,,green,shiny,0,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
118,Optical,4,"185,00",LACOSTE - SEP 2024,E9007C1,M,Full,Optical,55-16-145,GLOBAL,Lacoste,Plastic,LACOSTE,True,INJ-SILICONE,301,GREEN,CHINA ONLY,"95,50","69,00",L2707MAGSET,,"260,00",STRIPES & PIPING,Rectangle,,green,shiny,0,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
119,Optical,4,"185,00",LACOSTE - SEP 2024,E9007C1,M,Full,Optical,53-16-145,GLOBAL,Lacoste,Plastic,LACOSTE,True,INJ-SILICONE,410,BLUE,CHINA ONLY,"95,50","69,00",L2707MAGSET,,"260,00",STRIPES & PIPING,Rectangle,,blue,shiny,0,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
120,Optical,4,"185,00",LACOSTE - SEP 2024,E9007C1,M,Full,Optical,55-16-145,GLOBAL,Lacoste,Plastic,LACOSTE,True,INJ-SILICONE,410,BLUE,CHINA ONLY,"95,50","69,00",L2707MAGSET,,"260,00",STRIPES & PIPING,Rectangle,,blue,shiny,0,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
121,Optical,4,"120,00",LACOSTE - SEP 2024,E8978B1,M,Full,Optical,55-14-145,GLOBAL,Lacoste,Plastic,LACOSTE,True,BIO INJ-G820,1,BLACK,CHINA ONLY,"62,50","45,00",L2959,,"170,00",STRIPES & PIPING,Rectangle,,black,shiny,0,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
122,Optical,4,"120,00",LACOSTE - SEP 2024,E8978B1,M,Full,Optical,55-14-145,GLOBAL,Lacoste,Plastic,LACOSTE,True,BIO INJ-G820,214,HAVANA,CHINA ONLY,"62,50","45,00",L2959,,"170,00",STRIPES & PIPING,Rectangle,,tortoise,shiny,0,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
123,Optical,4,"120,00",LACOSTE - SEP 2024,E8978B1,M,Full,Optical,55-14-145,GLOBAL,Lacoste,Plastic,LACOSTE,True,BIO INJ-G820,301,MATTE GREEN,CHINA ONLY,"62,50","45,00",L2959,,"170,00",STRIPES & PIPING,Rectangle,,grey,matte,0,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
124,Optical,4,"120,00",LACOSTE - SEP 2024,E8978B1,M,Full,Optical,55-14-145,GLOBAL,Lacoste,Plastic,LACOSTE,True,BIO INJ-G820,424,MATTE BLUE,CHINA ONLY,"62,50","45,00",L2959,,"170,00",STRIPES & PIPING,Rectangle,,blue,matte,0,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
125,Optical,4,"120,00",LACOSTE - SEP 2024,E8978C1,M,Full,Optical,54-18-145,GLOBAL,Lacoste,Plastic,LACOSTE,True,BIO INJ-G820,1,BLACK,CHINA ONLY,"62,50","45,00",L2960,,"170,00",STRIPES & PIPING,Rectangle,,black,shiny,0,2024-01-01,46.0,19.0,20,75,35,67,39,67,46.0,19.0,20,75,35,67,39,67
