,_SHEET_TYPE,BASECURVE,EURORETAILPRICE,RELEASEDATE,PROTOTYPECODE,GENDER,FRAMECONSTRUCTION,SUNOPTICAL,SIZES,FIT,_BRAND,MATERIALCODE1,BRAND,RXABLE,MATERIALCODE2,COLORCODE,COLORDESCRIPTION,MADEIN,USWHOLESALEPRICE,EUROWHOLESALEPRICE,MATERIALNUMBER,RECOMMENDEDREASONS,USRETAILPRICE,FAMILY,FRAMESHAPE,NOTES,Color_Base,Color_Finish,Is_Multicolor
64,Optical,4,"190,00",CALVIN KLEIN - SEP 2024,E8644E1,F,FULL RIM,Optical,53-16-140,UNIVERSAL,Calvin Klein,ACETATE,CALVIN KLEIN,True,ACETATE,504,PURPLE/LILAC,CHINA ONLY,"90,50","69,50",CK24541,Potential ADV,"245,00",AVANTGARDE,MODIFIED RECTANGLE,,purple,shiny,1
65,Optical,4,"190,00",CALVIN KLEIN - SEP 2024,E8644E1,F,FULL RIM,Optical,53-16-140,UNIVERSAL,Calvin Klein,ACETATE,CALVIN KLEIN,True,ACETATE,616,WINE/ROSE,CHINA ONLY,"90,50","69,50",CK24541,Potential ADV,"245,00",AVANTGARDE,MODIFIED RECTANGLE,,other,shiny,1
66,Optical,4,"190,00",CALVIN KLEIN - SEP 2024,E8644B1,M,FULL RIM,Optical,54-19-145,UNIVERSAL,Calvin Klein,ACETATE,CALVIN KLEIN,True,ACETATE,1,BLACK,CHINA ONLY,"90,50","69,50",CK24542,Potential ADV,"245,00",AVANTGARDE,MODIFIED RECTANGLE,,black,shiny,0
67,Optical,4,"190,00",CALVIN KLEIN - SEP 2024,E8644B1,M,FULL RIM,Optical,54-19-145,UNIVERSAL,Calvin Klein,ACETATE,CALVIN KLEIN,True,ACETATE,235,DARK HAVANA,CHINA ONLY,"90,50","69,50",CK24542,Potential ADV,"245,00",AVANTGARDE,MODIFIED RECTANGLE,,tortoise,shiny,0
68,Optical,4,"190,00",CALVIN KLEIN - SEP 2024,E8644B1,M,FULL RIM,Optical,54-19-145,UNIVERSAL,Calvin Klein,ACETATE,CALVIN KLEIN,True,ACETATE,280,LIGHT BROWN/CRYSTAL,CHINA ONLY,"90,50","69,50",CK24542,Potential ADV,"245,00",AVANTGARDE,MODIFIED RECTANGLE,,brown,shiny,1
69,Optical,4,"190,00",CALVIN KLEIN - SEP 2024,E8644B1,M,FULL RIM,Optical,54-19-145,UNIVERSAL,Calvin Klein,ACETATE,CALVIN KLEIN,True,ACETATE,434,PETROL/SMOKE,CHINA ONLY,"90,50","69,50",CK24542,Potential ADV,"245,00",AVANTGARDE,MODIFIED RECTANGLE,,blue,shiny,1
70,Optical,4,"185,00",CALVIN KLEIN - SEP 2024,E8646G1,F,FULL RIM,Optical,52-18-145,GLOBAL,Calvin Klein,ACETATE,CALVIN KLEIN,True,ACETATE,1,BLACK,CHINA ONLY,"88,50","68,00",CK24543,,"240,00",CLASSIC,ROUND,,black,shiny,0
71,Optical,4,"185,00",CALVIN KLEIN - SEP 2024,E8646G1,F,FULL RIM,Optical,52-18-145,GLOBAL,Calvin Klein,ACETATE,CALVIN KLEIN,True,ACETATE,240,HAVANA,CHINA ONLY,"88,50","68,00",CK24543,,"240,00",CLASSIC,ROUND,,tortoise,shiny,0
72,Optical,4,"185,00",CALVIN KLEIN - SEP 2024,E8646G1,F,FULL RIM,Optical,52-18-145,GLOBAL,Calvin Klein,ACETATE,CALVIN KLEIN,True,ACETATE,278,LIGHT BROWN,CHINA ONLY,"88,50","68,00",CK24543,,"240,00",CLASSIC,ROUND,,brown,shiny,0
73,Optical,4,"185,00",CALVIN KLEIN - SEP 2024,E8646G1,F,FULL RIM,Optical,52-18-145,GLOBAL,Calvin Klein,ACETATE,CALVIN KLEIN,True,ACETATE,515,VIOLET,CHINA ONLY,"88,50","68,00",CK24543,,"240,00",CLASSIC,ROUND,,purple,shiny,0
74,Optical,4,"185,00",CALVIN KLEIN - SEP 2024,E8646D1,F,FULL RIM,Optical,55-14-145,UNIVERSAL,Calvin Klein,ACETATE,CALVIN KLEIN,True,ACETATE,1,BLACK,CHINA ONLY,"88,50","68,00",CK24544,,"240,00",CLASSIC,MODIFIED RECTANGLE,,black,shiny,0
75,Optical,4,"185,00",CALVIN KLEIN - SEP 2024,E8646D1,F,FULL RIM,Optical,55-14-145,UNIVERSAL,Calvin Klein,ACETATE,CALVIN KLEIN,True,ACETATE,240,HAVANA,CHINA ONLY,"88,50","68,00",CK24544,,"240,00",CLASSIC,MODIFIED RECTANGLE,,tortoise,shiny,0
76,Optical,4,"185,00",CALVIN KLEIN - SEP 2024,E8646D1,F,FULL RIM,Optical,55-14-145,UNIVERSAL,Calvin Klein,ACETATE,CALVIN KLEIN,True,ACETATE,445,LIGHT BLUE,CHINA ONLY,"88,50","68,00",CK24544,,"240,00",CLASSIC,MODIFIED RECTANGLE,,blue,shiny,0
77,Optical,4,"185,00",CALVIN KLEIN - SEP 2024,E8646D1,F,FULL RIM,Optical,55-14-145,UNIVERSAL,Calvin Klein,ACETATE,CALVIN KLEIN,True,ACETATE,601,ROSE,CHINA ONLY,"88,50","68,00",CK24544,,"240,00",CLASSIC,MODIFIED RECTANGLE,,pink,shiny,0
78,Optical,4,"150,00",CALVIN KLEIN - SEP 2024,E8967C1,F,FULL RIM,Optical,56-15-140,UNIVERSAL,Calvin Klein,BIO INJ-G820,CALVIN KLEIN,True,METAL,1,BLACK,VIETNAM ONLY,"71,50","55,00",CK24545,Sustainable style,"195,00",MODERN,BUTTERFLY,,black,shiny,0
79,Optical,4,"150,00",CALVIN KLEIN - SEP 2024,E8967C1,F,FULL RIM,Optical,56-15-140,UNIVERSAL,Calvin Klein,BIO INJ-G820,CALVIN KLEIN,True,METAL,4,BLACK/GREY,VIETNAM ONLY,"71,50","55,00",CK24545,Sustainable style,"195,00",MODERN,BUTTERFLY,,black,shiny,1
80,Optical,4,"150,00",CALVIN KLEIN - SEP 2024,E8967C1,F,FULL RIM,Optical,56-15-140,UNIVERSAL,Calvin Klein,BIO INJ-G820,CALVIN KLEIN,True,METAL,235,DARK HAVANA,VIETNAM ONLY,"71,50","55,00",CK24545,Sustainable style,"195,00",MODERN,BUTTERFLY,,tortoise,shiny,0
81,Optical,4,"150,00",CALVIN KLEIN - SEP 2024,E8967C1,F,FULL RIM,Optical,56-15-140,UNIVERSAL,Calvin Klein,BIO INJ-G820,CALVIN KLEIN,True,METAL,415,BLUE/LIGHT BLUE,VIETNAM ONLY,"71,50","55,00",CK24545,Sustainable style,"195,00",MODERN,BUTTERFLY,,blue,shiny,1
82,Optical,4,"150,00",CALVIN KLEIN - SEP 2024,E8967C1,F,FULL RIM,Optical,56-15-140,UNIVERSAL,Calvin Klein,BIO INJ-G820,CALVIN KLEIN,True,METAL,616,WINE/ROSE,VIETNAM ONLY,"71,50","55,00",CK24545,Sustainable style,"195,00",MODERN,BUTTERFLY,,other,shiny,1
83,Optical,4,"150,00",CALVIN KLEIN - SEP 2024,E8967D1,F,FULL RIM,Optical,55-13-140,UNIVERSAL,Calvin Klein,BIO INJ-G820,CALVIN KLEIN,True,METAL,1,BLACK,VIETNAM ONLY,"71,50","55,00",CK24546,Sustainable style,"195,00",MODERN,MODIFIED RECTANGLE,,black,shiny,0
84,Optical,4,"150,00",CALVIN KLEIN - SEP 2024,E8967D1,F,FULL RIM,Optical,55-13-140,UNIVERSAL,Calvin Klein,BIO INJ-G820,CALVIN KLEIN,True,METAL,4,BLACK/GREY,VIETNAM ONLY,"71,50","55,00",CK24546,Sustainable style,"195,00",MODERN,MODIFIED RECTANGLE,,black,shiny,1
85,Optical,4,"150,00",CALVIN KLEIN - SEP 2024,E8967D1,F,FULL RIM,Optical,55-13-140,UNIVERSAL,Calvin Klein,BIO INJ-G820,CALVIN KLEIN,True,METAL,228,BROWN ROSE,VIETNAM ONLY,"71,50","55,00",CK24546,Sustainable style,"195,00",MODERN,MODIFIED RECTANGLE,,brown,shiny,0
86,Optical,4,"150,00",CALVIN KLEIN - SEP 2024,E8967D1,F,FULL RIM,Optical,55-13-140,UNIVERSAL,Calvin Klein,BIO INJ-G820,CALVIN KLEIN,True,METAL,235,DARK HAVANA,VIETNAM ONLY,"71,50","55,00",CK24546,Sustainable style,"195,00",MODERN,MODIFIED RECTANGLE,,tortoise,shiny,0
87,Optical,4,"150,00",CALVIN KLEIN - SEP 2024,E8967D1,F,FULL RIM,Optical,55-13-140,UNIVERSAL,Calvin Klein,BIO INJ-G820,CALVIN KLEIN,True,METAL,415,BLUE/LIGHT BLUE,VIETNAM ONLY,"71,50","55,00",CK24546,Sustainable style,"195,00",MODERN,MODIFIED RECTANGLE,,blue,shiny,1
88,Optical,4,"150,00",CALVIN KLEIN - SEP 2024,E8967B1,U,FULL RIM,Optical,55-14-140,UNIVERSAL,Calvin Klein,BIO INJ-G820,CALVIN KLEIN,True,METAL,1,BLACK,VIETNAM ONLY,"71,50","55,00",CK24547,Sustainable style,"195,00",MODERN,MODIFIED RECTANGLE,,black,shiny,0
89,Optical,4,"150,00",CALVIN KLEIN - SEP 2024,E8967B1,U,FULL RIM,Optical,55-14-140,UNIVERSAL,Calvin Klein,BIO INJ-G820,CALVIN KLEIN,True,METAL,235,DARK HAVANA,VIETNAM ONLY,"71,50","55,00",CK24547,Sustainable style,"195,00",MODERN,MODIFIED RECTANGLE,,tortoise,shiny,0
90,Optical,4,"150,00",CALVIN KLEIN - SEP 2024,E8967B1,U,FULL RIM,Optical,55-14-140,UNIVERSAL,Calvin Klein,BIO INJ-G820,CALVIN KLEIN,True,METAL,261,CARAMEL,VIETNAM ONLY,"71,50","55,00",CK24547,Sustainable style,"195,00",MODERN,MODIFIED RECTANGLE,,other,shiny,0
91,Optical,4,"150,00",CALVIN KLEIN - SEP 2024,E8967B1,U,FULL RIM,Optical,55-14-140,UNIVERSAL,Calvin Klein,BIO INJ-G820,CALVIN KLEIN,True,METAL,438,BLUE,VIETNAM ONLY,"71,50","55,00",CK24547,Sustainable style,"195,00",MODERN,MODIFIED RECTANGLE,,blue,shiny,0
92,Optical,4,"190,00",CALVIN KLEIN - SEP 2024,E8964B1,M,FULL RIM,Optical,56-16-145,UNIVERSAL,Calvin Klein,ACETATE,CALVIN KLEIN,True,METAL,1,BLACK,CHINA ONLY,"92,50","71,00",CK24548,Potential ADV,"250,00",AVANTGARDE,NAVIGATOR,,black,shiny,0
93,Optical,4,"190,00",CALVIN KLEIN - SEP 2024,E8964B1,M,FULL RIM,Optical,56-16-145,UNIVERSAL,Calvin Klein,ACETATE,CALVIN KLEIN,True,METAL,235,DARK HAVANA,CHINA ONLY,"92,50","71,00",CK24548,Potential ADV,"250,00",AVANTGARDE,NAVIGATOR,,tortoise,shiny,0
94,Optical,4,"190,00",CALVIN KLEIN - SEP 2024,E8964B1,M,FULL RIM,Optical,56-16-145,UNIVERSAL,Calvin Klein,ACETATE,CALVIN KLEIN,True,METAL,400,BLUE,CHINA ONLY,"92,50","71,00",CK24548,Potential ADV,"250,00",AVANTGARDE,NAVIGATOR,,blue,shiny,0
95,Optical,4,"200,00",LACOSTE - SEP 2024,E8981C1,M,FULL RIM,OPTICAL,57-18-145,GLOBAL,Lacoste,METAL,LACOSTE,True,ACETATE,2,MATTE BLACK,CHINA ONLY,"102,00","73,50",L2302,POTENTIAL ADV STYLE,"275,00",THE LINE,MODIFIED RECTANGLE,,black,matte,0
96,Optical,4,"200,00",LACOSTE - SEP 2024,E8981C1,M,FULL RIM,OPTICAL,57-18-145,GLOBAL,Lacoste,METAL,LACOSTE,True,ACETATE,45,SILVER,CHINA ONLY,"102,00","73,50",L2302,POTENTIAL ADV STYLE,"275,00",THE LINE,MODIFIED RECTANGLE,,silver,shiny,0
97,Optical,4,"200,00",LACOSTE - SEP 2024,E8981C1,M,FULL RIM,OPTICAL,57-18-145,GLOBAL,Lacoste,METAL,LACOSTE,True,ACETATE,714,GOLD,CHINA ONLY,"102,00","73,50",L2302,POTENTIAL ADV STYLE,"275,00",THE LINE,MODIFIED RECTANGLE,ADV SKU,gold,shiny,0
98,Optical,4,"200,00",LACOSTE - SEP 2024,E8983B2,F,FULL RIM,OPTICAL,53-18-140,GLOBAL,Lacoste,METAL,LACOSTE,True,METAL,1,BLACK/GOLD,CHINA ONLY,"102,00","73,50",L2303,,"275,00",PLISSÉ,MODIFIED RECTANGLE,,black,shiny,1
99,Optical,4,"200,00",LACOSTE - SEP 2024,E8983B2,F,FULL RIM,OPTICAL,53-18-140,GLOBAL,Lacoste,METAL,LACOSTE,True,METAL,601,BURGUNDY/GOLD,CHINA ONLY,"102,00","73,50",L2303,,"275,00",PLISSÉ,MODIFIED RECTANGLE,,red,shiny,1
100,Optical,4,"200,00",LACOSTE - SEP 2024,E8983B2,F,FULL RIM,OPTICAL,53-18-140,GLOBAL,Lacoste,METAL,LACOSTE,True,METAL,662,NUDE/ROSE GOLD,CHINA ONLY,"102,00","73,50",L2303,,"275,00",PLISSÉ,MODIFIED RECTANGLE,,beige,shiny,1
101,Optical,4,"200,00",LACOSTE - SEP 2024,E8764C1,M,FULL RIM,OPTICAL,53-18-145,GLOBAL,Lacoste,METAL,LACOSTE,True,ACETATE,1,BLACK,CHINA ONLY,"102,00","73,50",L2304,,"275,00",PETIT PIQUÉ,MODIFIED RECTANGLE,,black,shiny,0
102,Optical,4,"200,00",LACOSTE - SEP 2024,E8764C1,M,FULL RIM,OPTICAL,53-18-145,GLOBAL,Lacoste,METAL,LACOSTE,True,ACETATE,2,MATTE BLACK,CHINA ONLY,"102,00","73,50",L2304,,"275,00",PETIT PIQUÉ,MODIFIED RECTANGLE,,black,matte,0
103,Optical,4,"200,00",LACOSTE - SEP 2024,E8764C1,M,FULL RIM,OPTICAL,53-18-145,GLOBAL,Lacoste,METAL,LACOSTE,True,ACETATE,275,MATTE KHAKI,CHINA ONLY,"102,00","73,50",L2304,,"275,00",PETIT PIQUÉ,MODIFIED RECTANGLE,,beige,matte,0
104,Optical,4,"200,00",LACOSTE - SEP 2024,E8764C1,M,FULL RIM,OPTICAL,53-18-145,GLOBAL,Lacoste,METAL,LACOSTE,True,ACETATE,424,MATTE BLUE,CHINA ONLY,"102,00","73,50",L2304,,"275,00",PETIT PIQUÉ,MODIFIED RECTANGLE,,blue,matte,0
105,Optical,4,"180,00",LACOSTE - SEP 2024,E9008A1,M,SEMI-RIMLESS,OPTICAL,54-19-145,GLOBAL,Lacoste,METAL,LACOSTE,True,INJ-SILICONE,1,BLACK,CHINA ONLY,"92,50","67,00",L2305,,"250,00",STRIPES & PIPING,MODIFIED RECTANGLE,,black,shiny,0
106,Optical,4,"180,00",LACOSTE - SEP 2024,E9008A1,M,SEMI-RIMLESS,OPTICAL, 57-19-145,GLOBAL,Lacoste,METAL,LACOSTE,True,INJ-SILICONE,1,BLACK,CHINA ONLY,"92,50","67,00",L2305,,"250,00",STRIPES & PIPING,MODIFIED RECTANGLE,,black,shiny,0
107,Optical,4,"180,00",LACOSTE - SEP 2024,E9008A1,M,SEMI-RIMLESS,OPTICAL,54-19-145,GLOBAL,Lacoste,METAL,LACOSTE,True,INJ-SILICONE,38,GUNMETAL,CHINA ONLY,"92,50","67,00",L2305,,"250,00",STRIPES & PIPING,MODIFIED RECTANGLE,,grey,shiny,0
108,Optical,4,"180,00",LACOSTE - SEP 2024,E9008A1,M,SEMI-RIMLESS,OPTICAL, 57-19-145,GLOBAL,Lacoste,METAL,LACOSTE,True,INJ-SILICONE,38,GUNMETAL,CHINA ONLY,"92,50","67,00",L2305,,"250,00",STRIPES & PIPING,MODIFIED RECTANGLE,,grey,shiny,0
109,Optical,4,"180,00",LACOSTE - SEP 2024,E9008A1,M,SEMI-RIMLESS,OPTICAL,54-19-145,GLOBAL,Lacoste,METAL,LACOSTE,True,INJ-SILICONE,301,GREEN,CHINA ONLY,"92,50","67,00",L2305,,"250,00",STRIPES & PIPING,MODIFIED RECTANGLE,,green,shiny,0
110,Optical,4,"180,00",LACOSTE - SEP 2024,E9008A1,M,SEMI-RIMLESS,OPTICAL, 57-19-145,GLOBAL,Lacoste,METAL,LACOSTE,True,INJ-SILICONE,301,GREEN,CHINA ONLY,"92,50","67,00",L2305,,"250,00",STRIPES & PIPING,MODIFIED RECTANGLE,,green,shiny,0
111,Optical,4,"180,00",LACOSTE - SEP 2024,E9008A1,M,SEMI-RIMLESS,OPTICAL,54-19-145,GLOBAL,Lacoste,METAL,LACOSTE,True,INJ-SILICONE,410,BLUE,CHINA ONLY,"92,50","67,00",L2305,,"250,00",STRIPES & PIPING,MODIFIED RECTANGLE,,blue,shiny,0
112,Optical,4,"180,00",LACOSTE - SEP 2024,E9008A1,M,SEMI-RIMLESS,OPTICAL, 57-19-145,GLOBAL,Lacoste,METAL,LACOSTE,True,INJ-SILICONE,410,BLUE,CHINA ONLY,"92,50","67,00",L2305,,"250,00",STRIPES & PIPING,MODIFIED RECTANGLE,,blue,shiny,0
113,Optical,4,"185,00",LACOSTE - SEP 2024,E9007C1,M,FULL RIM,OPTICAL,53-16-145,GLOBAL,Lacoste,BIO INJ-G820,LACOSTE,True,INJ-SILICONE,1,BLACK,CHINA ONLY,"95,50","69,00",L2707MAGSET,,"260,00",STRIPES & PIPING,MODIFIED RECTANGLE,,black,shiny,0
114,Optical,4,"185,00",LACOSTE - SEP 2024,E9007C1,M,FULL RIM,OPTICAL,55-16-145,GLOBAL,Lacoste,BIO INJ-G820,LACOSTE,True,INJ-SILICONE,1,BLACK,CHINA ONLY,"95,50","69,00",L2707MAGSET,,"260,00",STRIPES & PIPING,MODIFIED RECTANGLE,,black,shiny,0
115,Optical,4,"185,00",LACOSTE - SEP 2024,E9007C1,M,FULL RIM,OPTICAL,53-16-145,GLOBAL,Lacoste,BIO INJ-G820,LACOSTE,True,INJ-SILICONE,2,MATTE BLACK,CHINA ONLY,"95,50","69,00",L2707MAGSET,,"260,00",STRIPES & PIPING,MODIFIED RECTANGLE,,black,matte,0
116,Optical,4,"185,00",LACOSTE - SEP 2024,E9007C1,M,FULL RIM,OPTICAL,55-16-145,GLOBAL,Lacoste,BIO INJ-G820,LACOSTE,True,INJ-SILICONE,2,MATTE BLACK,CHINA ONLY,"95,50","69,00",L2707MAGSET,,"260,00",STRIPES & PIPING,MODIFIED RECTANGLE,,black,matte,0
117,Optical,4,"185,00",LACOSTE - SEP 2024,E9007C1,M,FULL RIM,OPTICAL,53-16-145,GLOBAL,Lacoste,BIO INJ-G820,LACOSTE,True,INJ-SILICONE,301,GREEN,CHINA ONLY,"95,50","69,00",L2707MAGSET,,"260,00",STRIPES & PIPING,MODIFIED RECTANGLE,,green,shiny,0
118,Optical,4,"185,00",LACOSTE - SEP 2024,E9007C1,M,FULL RIM,OPTICAL,55-16-145,GLOBAL,Lacoste,BIO INJ-G820,LACOSTE,True,INJ-SILICONE,301,GREEN,CHINA ONLY,"95,50","69,00",L2707MAGSET,,"260,00",STRIPES & PIPING,MODIFIED RECTANGLE,,green,shiny,0
119,Optical,4,"185,00",LACOSTE - SEP 2024,E9007C1,M,FULL RIM,OPTICAL,53-16-145,GLOBAL,Lacoste,BIO INJ-G820,LACOSTE,True,INJ-SILICONE,410,BLUE,CHINA ONLY,"95,50","69,00",L2707MAGSET,,"260,00",STRIPES & PIPING,MODIFIED RECTANGLE,,blue,shiny,0
120,Optical,4,"185,00",LACOSTE - SEP 2024,E9007C1,M,FULL RIM,OPTICAL,55-16-145,GLOBAL,Lacoste,BIO INJ-G820,LACOSTE,True,INJ-SILICONE,410,BLUE,CHINA ONLY,"95,50","69,00",L2707MAGSET,,"260,00",STRIPES & PIPING,MODIFIED RECTANGLE,,blue,shiny,0
121,Optical,4,"120,00",LACOSTE - SEP 2024,E8978B1,M,FULL RIM,OPTICAL,55-14-145,GLOBAL,Lacoste,BIO INJ-G820,LACOSTE,True,BIO INJ-G820,1,BLACK,CHINA ONLY,"62,50","45,00",L2959,,"170,00",STRIPES & PIPING,MODIFIED RECTANGLE,,black,shiny,0
122,Optical,4,"120,00",LACOSTE - SEP 2024,E8978B1,M,FULL RIM,OPTICAL,55-14-145,GLOBAL,Lacoste,BIO INJ-G820,LACOSTE,True,BIO INJ-G820,214,HAVANA,CHINA ONLY,"62,50","45,00",L2959,,"170,00",STRIPES & PIPING,MODIFIED RECTANGLE,,tortoise,shiny,0
123,Optical,4,"120,00",LACOSTE - SEP 2024,E8978B1,M,FULL RIM,OPTICAL,55-14-145,GLOBAL,Lacoste,BIO INJ-G820,LACOSTE,True,BIO INJ-G820,301,MATTE GREEN,CHINA ONLY,"62,50","45,00",L2959,,"170,00",STRIPES & PIPING,MODIFIED RECTANGLE,,grey,matte,0
124,Optical,4,"120,00",LACOSTE - SEP 2024,E8978B1,M,FULL RIM,OPTICAL,55-14-145,GLOBAL,Lacoste,BIO INJ-G820,LACOSTE,True,BIO INJ-G820,424,MATTE BLUE,CHINA ONLY,"62,50","45,00",L2959,,"170,00",STRIPES & PIPING,MODIFIED RECTANGLE,,blue,matte,0
125,Optical,4,"120,00",LACOSTE - SEP 2024,E8978C1,M,FULL RIM,OPTICAL,54-18-145,GLOBAL,Lacoste,BIO INJ-G820,LACOSTE,True,BIO INJ-G820,1,BLACK,CHINA ONLY,"62,50","45,00",L2960,,"170,00",STRIPES & PIPING,MODIFIED RECTANGLE,,black,shiny,0
126,Optical,4,"120,00",LACOSTE - SEP 2024,E8978C1,M,FULL RIM,OPTICAL, 56-19-145,GLOBAL,Lacoste,BIO INJ-G820,LACOSTE,True,BIO INJ-G820,1,BLACK,CHINA ONLY,"62,50","45,00",L2960,,"170,00",STRIPES & PIPING,MODIFIED RECTANGLE,,black,shiny,0
127,Optical,4,"120,00",LACOSTE - SEP 2024,E8978C1,M,FULL RIM,OPTICAL,54-18-145,GLOBAL,Lacoste,BIO INJ-G820,LACOSTE,True,BIO INJ-G820,35,TRANSPARENT GREY,CHINA ONLY,"62,50","45,00",L2960,,"170,00",STRIPES & PIPING,MODIFIED RECTANGLE,,crystal,shiny,0
